Kanji,Reading,Meaning,Japanese Example,English Example
かるた,かるた,playing cards (POR: carta),かるたを楽しむ。,Enjoy playing cards.
枯れる,かれる,"to wither, to die (plant), to be blasted (plant)",夏の暑さで花が枯れてしまった。,The flowers withered due to the heat of summer.
カロリー,カロリー,calorie,一日の摂取カロリーを計算する。,Calculate daily calorie intake.
可愛がる,かわいがる,"to love, to be affectionate",彼は犬をとても可愛がっている。,He loves his dog very much.
乾かす,かわかす,"to dry (clothes, etc.), to desiccate",洗濯物を干す前に乾かす。,Dry the laundry before hanging it.
為替,かわせ,"money order, exchange",為替レートが変動している。,The exchange rate is fluctuating.
瓦,かわら,roof tile,屋根の瓦が風で飛んでいった。,The roof tiles flew away in the wind.
間隔,かんかく,"space, interval space character, whitespace",文字と文字の間に適切な間隔をあける。,Put the appropriate spacing between characters.
換気,かんき,ventilation,換気扇を回して部屋の空気を入れ替える。,Turn on the ventilation fan to refresh the air in the room.
感激,かんげき,"deep emotion, impression, inspiration",感激して涙が出た。,Tears welled up with deep emotion.
関西,かんさい,"south-western half of Japan, including Osaka",関西地方は観光地が多い。,The Kansai region has many tourist attractions.
元日,がんじつ,New Year's Day,元日には初詣に行く。,Go for the first shrine visit on New Year's Day.
鑑賞,かんしょう,appreciation,美術館で絵画の鑑賞を楽しむ。,Enjoy appreciating paintings at the art museum.
感ずる,かんずる,"to feel, to sense",彼は異変を感ずる。,He senses something unusual.
間接,かんせつ,"indirect, indirectness",彼の言葉の裏には間接的な意味がある。,There is an indirect meaning behind his words.
乾燥,かんそう,"dry, arid, insipid, dehydrated",乾燥した風が吹いている。,A dry wind is blowing.
感想,かんそう,"impressions, thoughts, feelings, reactions",映画の感想を述べる。,Express thoughts on the movie.
観測,かんそく,observation,宇宙から地球を観測する。,Observe the Earth from space.
寒帯,かんたい,frigid zone,極寒の寒帯に生息する動物。,Animals living in the frigid zone.
勘違い,かんちがい,"misunderstanding, wrong guess",言葉の意味を勘違いしてしまった。,Misunderstood the meaning of the words.
官庁,かんちょう,"government office, authorities",官庁での手続きが面倒くさい。,The procedures at the government office are troublesome.
缶詰,かんづめ,"canning, canned goods,",缶詰の食料品を買う。,Buy canned goods.
乾電池,かんでんち,"dry cell, battery",懐中電灯に乾電池を入れる。,Put dry batteries in the flashlight.
関東,かんとう,"eastern half of Japan, including Tokyo",首都圏は関東地方にある。,The metropolitan area is in the Kanto region.
観念,かんねん,"idea, notion; sense",観念に立ち返る。,Return to the original idea.
乾杯,かんぱい,Cheers! (a toast),友人たちと乾杯する。,Cheers with friends.
看板,かんばん,"sign, signboard",レストランの看板が目立つ。,The restaurant sign is noticeable.
看病,かんびょう,nursing (a patient),母は祖母を看病している。,Mother is nursing her grandmother.
冠,かんむり,"crown, wreath",優勝者に冠をかぶせる。,Crown the champion.
漢和,かんわ,"Chinese Character-Japanese (e.g., dictionary)",漢和辞典で意味を調べる。,Look up the meaning in a Chinese Character-Japanese dictionary.
気圧,きあつ,atmospheric pressure,気圧の変化で体調が崩れる。,Changes in atmospheric pressure affect health.
着替え,きがえ,"changing clothes, change of clothes",着替えを持って旅行に行く。,Bring a change of clothes on a trip.
着替える,きがえる,to change (one's) clothes,部屋に戻って着替える。,Go back to the room and change clothes.
機関車,きかんしゃ,"locomotive, engine",子どもは機関車が大好きだ。,Children love locomotives.
飢饉,ききん,famine,過去の飢饉の記録を調べる。,Research records of past famines.
器具,きぐ,instrument,実験に必要な器具を揃える。,Prepare the necessary instruments for the experiment.
期限,きげん,"term, period, time frame time limit, deadline, cutoff (date)",このプロジェクトの期限は来週です。,The deadline for this project is next week.
記号,きごう,"symbol, code",パスワードには記号を入れてください。,Please include symbols in your password.
刻む,きざむ,"to mince, to carve, to engrave",木に名前を刻む。,To carve one's name on a tree.
儀式,ぎしき,"ceremony, rite, ritual",結婚式は儀式の一つです。,A wedding ceremony is one type of ritual.
基準,きじゅん,"standard, basis, criteria",この基準を満たしているか確認してください。,Please check if you meet these standards.
規準,きじゅん,"standard, basis, criteria",品質の規準を守る。,To adhere to quality standards.
起床,きしょう,"rising, getting out of bed",毎朝、早く起床する。,Getting up early every morning.
着せる,きせる,to put on clothes,子供に新しい服を着せる。,To dress a child in new clothes.
基礎,きそ,"foundation, basis",教育の基礎を固める。,To lay the foundation of education.
基地,きち,base,軍事基地が近くにある。,There is a military base nearby.
きっかけ,きっかけ,"prompt, trigger, cue",その出来事が私の転職のきっかけだった。,That event was the trigger for my job change.
切っ掛け,きっかけ,"chance, start, cue, excuse, motive, impetus, occassion",友達との再会は良い切っ掛けだ。,Meeting with friends is a good opportunity.
ぎっしり,ぎっしり,"tightly, fully",詰め込んでぎっしりと詰まっている。,Packed tightly and fully stuffed.
基盤,きばん,"foundation, basis",安定した基盤を持つ企業。,A company with a stable foundation.
客席,きゃくせき,guest seating,コンサートの客席が満席だ。,The concert audience seats are full.
客間,きゃくま,"parlor, guest room",お客様を座らせる客間。,A parlor for guests to sit in.
ギャング,ギャング,gang,彼はギャングのボスだ。,He is the boss of the gang.
キャンパス,キャンパス,campus,大学のキャンパスは広い。,The university campus is spacious.
休業,きゅうぎょう,"closure, shutdown, holiday",店が休業中です。,The store is closed for holiday.
休講,きゅうこう,lecture canceled,授業が休講になった。,The class was canceled.
休息,きゅうそく,"rest, relief, relaxation",休息をとることは大切だ。,Taking a rest is important.
給与,きゅうよ,salary,毎月の給与を受け取る。,Receive monthly salary.
休養,きゅうよう,"rest, break, recreation",旅行は心の休養になる。,Travel is a mental break.
清い,きよい,"clear, pure, noble",彼女の心は清い。,Her heart is pure.
強化,きょうか,"strengthen, intensify, reinforce",安全性を強化する。,To enhance safety.
境界,きょうかい,boundary,国境の警備を強化する。,To strengthen border security.
共産～,きょうさん～,communist ~,共産党の～派。,Communist ~ faction.
行事,ぎょうじ,"event, function",学校で文化祭とスポーツ大会が行事された。,The school held a culture festival and sports event.
恐縮,きょうしゅく,sorry to trouble,お手数ですが、お恐縮です。,Thank you for your trouble.
教養,きょうよう,"culture, education, sophistication",教養がない人と話すのは難しい。,It's difficult to talk to someone without culture.
行列,ぎょうれつ,"line, procession; matrix (math)",レジで行列ができている。,There is a line at the cash register.
漁業,ぎょぎょう,fishing (industry),漁業が地域の主要産業だ。,Fishing is a major industry in the region.
曲線,きょくせん,curve,曲線を描く。,To draw a curve.
規律,きりつ,"order, rules, law",社会の規律を守る。,To abide by the rules of society.
斬る,きる,"to behead, to murder",敵を斬る。,To cut down an enemy.
気を付ける,きをつける,"to be careful, to pay attention, to take care",交通事故に気を付ける。,To be careful of traffic accidents.
琴,きん,13-string Japanese zither,琴の音色は美しい。,The tone of the koto is beautiful.
金魚,きんぎょ,goldfish,金魚すくいをする。,To catch goldfish.
クーラー,クーラー,air conditioner,暑い日にはクーラーを使う。,Use the air conditioner on hot days.
区域,くいき,"zone, district, area",この地域は賑やかな区域です。,This area is a lively district.
空～,くう～,empty ~,空の心,Empty heart
偶数,ぐうすう,even number,偶数のテスト,Even number test
空想,くうそう,"daydream, fantasy",夢を空想する,Dream a fantasy
空中,くうちゅう,"sky, air",飛行機が空中を飛ぶ,The airplane flies in the sky
釘,くぎ,nail,釘を打つ,Drive a nail
区切る,くぎる,"to punctuate, to cut off, to mark off",文を区切る,Separate sentences
櫛,くし,comb,長い櫛を使う,Use a long comb
くしゃみ,くしゃみ,sneeze,くしゃみをする,Sneeze
苦情,くじょう,"complaint, grievance, grumble",会社に苦情を言う,Complain to the company
苦心,くしん,"pain, trouble",苦心して問題を解く,Struggle to solve the problem
屑,くず,"waste, scrap",屑を捨てる,Throw away the waste
崩す,くずす,"to destroy, to make change (money)",計画を崩す,Destroy the plan
薬指,くすりゆび,ring finger,薬指に指輪をはめる,Put a ring on the ring finger
崩れる,くずれる,"to collapse, to crumble",壁が崩れる,The wall collapses
砕く,くだく,"to break, to smash",氷を砕く,Crush the ice
砕ける,くだける,"to break, to be broken",ガラスが砕ける,The glass breaks
くたびれる,くたびれる,"to get tired, to wear out",一日働いてくたびれる,Get tired after working all day
くだらない,くだらない,"good-for-nothing, stupid, worthless",くだらない冗談,Silly joke
下る,くだる,"to descend, to go down, to come down",階段を下る,Go down the stairs
唇,くちびる,lip,唇が乾く,Lips get dry
口紅,くちべに,lipstick,口紅を塗る,Put on lipstick
くっつく,くっつく,"to adhere to, to keep close to",鳥がくっつく,Birds stick together
くっつける,くっつける,to attach,スタンプを封筒にくっつける,Attach the stamp to the envelope
くどい,くどい,"verbose, importunate, heavy (taste)",くどい言葉,Verbose words
句読点,くとうてん,punctuation marks,句読点を確認する,Check the punctuation marks
配る,くばる,"to distribute, to deliver",フライヤーを配る,Distribute flyers
工夫,くふう,"device, artifice, ingenuity",工夫して問題を解決する,Solve a problem with ingenuity
区分,くぶん,"division, section, classification",ゴミの区分,Classification of garbage
組合せ,くみあわせ,combination,数字の組合せ,Combination of numbers
組み立てる,くみたてる,"to assemble, to set up, to construct",机を組み立てる,Assemble the desk
悔やむ,くやむ,"to regret, to mourn",失敗を悔やむ,Regret the failure
クリーニング,クリーニング,"cleaning, dry cleaning, laundry service",クリーニングサービス,Laundry service
くるむ,くるむ,"to be enveloped by, to wrap up",子供を布でくるむ,Wrap the child in a cloth
くれぐれも,くれぐれも,"repeatedly, sincerely, earnestly",くれぐれもお願いします,"Please, I earnestly beg you"
郡,ぐん,"district, county",田舎の郡,Rural district
稽古,けいこ,"practice, training, study",稽古をする,Practice martial arts
敬語,けいご,"honorific language (lit., respect language)",敬語を使う,Use honorific language
蛍光灯,けいこうとう,fluorescent lamp,蛍光灯を交換する,Replace the fluorescent lamp
形式,けいしき,"form, formality, format",書類の形式,Format of documents
継続,けいぞく,continuation,積極的に活動を継続する,Continue activities actively
毛糸,けいと,knitting wool,毛糸でセーターを編むのが好きです。,I like knitting sweaters with knitting wool.
経度,けいど,longitude,地図を読んで、経度を調べました。,I checked the longitude by reading the map.
系統,けいとう,"system, genealogy",彼の系統をたどると、驚くほどの歴史がある。,"If you trace his genealogy, you'll find a surprisingly rich history."
芸能,げいのう,"public entertainment, performing arts",日本の芸能はとても多様です。,Japanese performing arts are very diverse.
競馬,けいば,horse racing,週末に友達と競馬場へ行く予定です。,I plan to go to the horse racing track with my friends this weekend.
警備,けいび,"defense, guard, policing, security",会議には警備員がついています。,There are security guards assigned to the meeting.
形容詞,けいようし,adjective,この文章にはいくつかの形容詞が含まれています。,This text contains several adjectives.
形容動詞,けいようどうし,"adjectival noun, quasi-adjective",形容動詞は、名詞の役割を果たすことができます。,Adjectival nouns can function as nouns.
外科,げか,surgical department,彼は外科医として働いています。,He works as a surgeon.
毛皮,けがわ,"fur, skin, pelt",寒い冬には毛皮のコートが必要です。,A fur coat is necessary in the cold winter.
激増,げきぞう,sudden increase,その商品の需要は激増しています。,The demand for that product is skyrocketing.
下車,げしゃ,"alighting, getting off",次の駅で下車します。,I will get off at the next station.
下旬,げじゅん,month (last third of),今月の下旬にパーティーを開催する予定です。,We plan to hold a party in the latter part of this month.
下水,げすい,"drainage, sewage, ditch, gutter, sewerage",下水道は都市の生活に欠かせない。,Sewerage is indispensable for urban living.
削る,けずる,"to cut down little by little, to take a percentage",木を削る音が聞こえました。,I heard the sound of wood being shaved.
桁,けた,"column, beam, digit",建物の桁が頑丈であることが重要です。,It is important that the beams of the building are sturdy.
下駄,げた,"(Japanese footwear), wooden clogs",着物に下駄を履いて祭りに行った。,I wore geta with a kimono to go to the festival.
血圧,けつあつ,blood pressure,毎日血圧を測る習慣が大切です。,It is important to measure blood pressure every day.
月給,げっきゅう,monthly salary,彼の月給はかなり高い。,His monthly salary is quite high.
傑作,けっさく,"masterpiece, best work",その映画は彼の傑作の一つだ。,That movie is one of his masterpieces.
月末,げつまつ,end of the month,領収書の提出は月末までにお願いします。,Please submit your receipt by the end of the month.
気配,けはい,"indication, sign, hint",森の中で怪しい気配を感じた。,I felt a suspicious presence in the forest.
下品,げひん,"vulgar, indecent, coarse",彼のジョークはとても下品だ。,His jokes are very vulgar.
下品(な),げひん(な),vulgar,彼の言葉遣いは下品なので注意が必要だ。,"His choice of words is vulgar, so caution is necessary."
煙い,けむい,smoky,この部屋は煙いので窓を開けよう。,"This room is smoky, so let's open the window."
険しい,けわしい,"steep, rugged; severe",その山は登るのが険しい。,That mountain is difficult to climb.
現～,げん～,"present, incumbent",現状に対応した適切な対策を講じる。,Take appropriate measures to deal with the current situation.
見学,けんがく,"tour, study by observation",博物館で見学ツアーを楽しんだ。,I enjoyed a guided tour at the museum.
謙虚,けんきょ,"modesty, humble",成功しても謙虚でいることが大切だ。,It is important to remain humble even in success.
原稿,げんこう,"manuscript, copy",原稿の修正を数時間かけて行った。,I spent several hours revising the manuscript.
原産,げんさん,place of origin,この果物はスリランカ原産だ。,This fruit is native to Sri Lanka.
原始,げんし,"origin, primeval",彼らは原始的な技術を使って暮らしている。,They live using primitive technology.
研修,けんしゅう,training,新入社員に研修プログラムを提供している。,We provide a training program for new employees.
厳重,げんじゅう,"strict, severe, firm",そのエリアは厳重に警備されている。,That area is strictly guarded.
謙遜,けんそん,"humble, humility, modesty",彼は謙遜な態度で成功を受けとめた。,He accepted success with a humble attitude.
県庁,けんちょう,prefectural office,県庁の前でデモが行われていた。,A demonstration was held in front of the prefectural office.
限度,げんど,"limit, bounds",労働時間には限度があります。,There is a limit to working hours.
現に,げんに,"actually, really",現にその計画は進行中だ。,The plan is actually in progress.
顕微鏡,けんびきょう,microscope,科学の授業で顕微鏡を使った。,I used a microscope in the science class.
懸命,けんめい,"eagerness, strenuous",彼女は仕事に対してとても懸命だ。,She is very earnest in her work.
原理,げんり,"principle, theory, fundamental truth",この理論は物事の原理を説明している。,This theory explains the principles of things.
原料,げんりょう,raw materials,この商品は良質な原料から作られている。,This product is made from high-quality raw materials.
碁,ご,go (board game),友達と碁を打つのは楽しい。,Playing go with friends is fun.
小～,こ～,small ~,その子は小さな犬を飼っている。,The child has a small dog.
コース,コース,course,このレストランのコース料理はおすすめだ。,The course menu at this restaurant is recommended.
コーラス,コーラス,chorus,合唱団のコーラスは美しかった。,The chorus of the choir was beautiful.
恋しい,こいしい,"dear, beloved; to miss",彼と離れているととても恋しい。,I miss him so much when we are apart.
高～,こう～,high (level) ~,彼の希望は高い位置に就くことだ。,His ambition is to reach a high position.
工員,こういん,factory worker,父は工場で工員として働いている。,My father works as a factory worker.
強引,ごういん,"forcible, assertive, pushy",彼は強引に自分の意見を押し通す。,He forcefully pushes his own opinions.
公害,こうがい,"public nuisance, pollution",公害対策は重要です。,Measures against pollution are important.
高級,こうきゅう,high class; first-rate,彼は高級レストランで働いている。,He works at a high-class restaurant.
公共,こうきょう,"public, community, communal",公共の施設を利用する。,Use public facilities.
工芸,こうげい,industrial arts,この地域は工芸品が有名です。,This area is famous for handicrafts.
孝行,こうこう,filial piety,彼は母親に孝行な息子だ。,He is a filial son to his mother.
交差,こうさ,cross,交差点で事故が起きた。,An accident occurred at the intersection.
講師,こうし,lecturer,大学で外国語の講師をしている。,I am a lecturer in foreign languages at the university.
工事,こうじ,construction work,この建物は工事中です。,This building is under construction.
公式,こうしき,"formula, formality, official",大会の公式ルールを確認してください。,Please check the official rules of the tournament.
口実,こうじつ,excuse,彼女はいつも遅れる口実を見つける。,She always finds excuses for being late.
こうして,こうして,"like this, with this",こうして長い友情が育まれた。,"Thus, a long-lasting friendship was nurtured."
校舎,こうしゃ,"school building, schoolhouse",校舎の修理が必要です。,The school building needs repairs.
公衆,こうしゅう,the public,公衆トイレを探しています。,I'm looking for a public restroom.
香水,こうすい,perfume,彼女はいつも同じ香水をつけている。,She always wears the same perfume.
公正,こうせい,"justice, fairness, impartiality",公正な裁判が行われた。,A fair trial was conducted.
功績,こうせき,"achievements, merit",その選手は多くの功績を残した。,That player achieved many accomplishments.
光線,こうせん,"beam, light ray",太陽からの光線が眩しかった。,The rays of the sun were dazzling.
高層,こうそう,"tall, high rise",その高層ビルは美しい夜景が見える。,The tall building offers a beautiful night view.
構造,こうぞう,"structure, construction",この建物の構造は独特です。,The structure of this building is unique.
交替,こうたい,"change, relief, alteration",夜勤のスタッフが交替する。,The night shift staff will change.
交代,こうたい,"alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns",選手の交代が順調に行われた。,The substitution of players proceeded smoothly.
耕地,こうち,arable land,農家で耕地を耕す。,Plow the arable land on the farm.
交通機関,こうつうきかん,transportation facilities,この地域の交通機関は便利です。,The transportation facilities in this area are convenient.
校庭,こうてい,school yard,子供たちは校庭で遊んでいる。,The children are playing in the schoolyard.
肯定,こうてい,"positive, affirmation",前向きな考え方と肯定的な態度は重要だ。,Positive thinking and an affirmative attitude are important.
高度,こうど,"altitude, height; advanced",その国は高度な技術力を持っている。,The country has advanced technological capabilities.
高等,こうとう,"high class, high grade",彼女は高等学校に通っている。,She attends a high school.
合同,ごうどう,"combination, incorporation",協力して合同企画を立てる。,Collaborate to create a joint project.
高等学校,こうとうがっこう,senior high school,彼は高等学校の先生です。,He is a teacher at a senior high school.
公表,こうひょう,"official announcement, proclamation",新しい政策が公表された。,A new policy has been officially announced.
鉱物,こうぶつ,mineral,この町は鉱物が豊富です。,This town is abundant in minerals.
公務,こうむ,"official business, public business",彼は公務に追われている。,He is busy with official business.
項目,こうもく,item,この資料には重要な項目が含まれています。,This document contains important items.
紅葉,こうよう,fall colors (of leaves),秋になると紅葉が美しいです。,The fall colors of leaves are beautiful in autumn.
こうよう もみじ,こうよう もみじ,(Japanese) maple,紅葉もみじは日本の象徴的な木です。,Japanese maple is a symbolic tree of Japan.
合理,ごうり,rational,合理的な判断を下す必要があります。,We need to make a rational decision.
交流,こうりゅう,exchange; alternating current,異文化交流は素晴らしい経験です。,Cultural exchange is a wonderful experience.
合流,ごうりゅう,"confluence, merge, join",川で二つの川が合流しています。,Two rivers are merging in the river.
効力,こうりょく,"effect, efficacy",この薬の効力は驚くほど速いです。,The efficacy of this medicine is surprisingly fast.
焦がす,こがす,"to burn, to scorch",彼は料理を焦がしてしまいました。,He burned the food.
国王,こくおう,king,古代の国王は力を持っていました。,Ancient kings had power.
こくせき,こくせき,nationality,私の国籍はアメリカです。,My nationality is American.
国立,こくりつ,national,国立公園に行ってきました。,I went to a national park.
ご苦労様,ごくろうさま,Thank you for your hard work,ご苦労様、ありがとうね。,Thank you for your hard work.
焦げる,こげる,"to burn, to be burned",鍋の底が焦げてしまいました。,The bottom of the pot got burned.
凍える,こごえる,"to freeze, to be chilled, to be frozen",寒さで手が凍えています。,My hands are freezing from the cold.
心当たり,こころあたり,"having some knowledge of, happening to know",その名前は心当たりがありますか？,Do you have any idea about that name?
心得る,こころえる,"to understand, to have thorough knowledge",仕事にはノウハウが心得が必要です。,Knowledge is necessary to understand the work.
腰掛け,こしかけ,"seat, bench",公園の腰掛けに座って休憩した。,I sat on the bench in the park and took a rest.
腰掛,こしかけ,"seat, bench",None,None
腰掛ける,こしかける,to sit (down),None,None
五十音,ごじゅうおん,the Japanese syllabary,五十音は日本語の基本です。,The Japanese syllabary is the basis of Japanese.
こしらえる,こしらえる,"to make, to manufacture",彼は自分の机をこしらえた。,He made his desk by himself.
擦る,こする,"to rub, to chafe, to file, to frost (glass), to strike (match)",ガラスを優しく擦ってください。,Please gently rub the glass.
個体,こたい,an individual,この個体は希少価値が高いです。,This individual has a high rarity value.
ごちそうさま,ごちそうさま,Thank you for the meal,ごちそうさまでした、とても美味しかった。,"Thank you for the meal, it was very delicious."
こちらこそ,こちらこそ,it is I who should say so,こちらこそありがとう。,It's me who should thank you.
小遣い,こづかい,"pocket money, allowance",子供たちに小遣いをあげなければならない。,I have to give pocket money to the children.
コック,コック,"cook; tap, cock",あのレストランのコックは料理が上手い。,The cook at that restaurant makes delicious dishes.
こっそり,こっそり,"stealthily, secretly",彼はこっそりと逃げ出した。,He quietly slipped away.
古典,こてん,"classics, classic",日本の古典文学を学ぶのが好きです。,I like studying classical Japanese literature.
言付ける,ことづける,to leave a message,彼に忘れないように言付けた。,I left a message for him not to forget.
言葉遣い,ことばづかい,"speech, expression, wording",言葉遣いは大切なコミュニケーションの要素です。,Word choice is an important element of communication.
こないだ,こないだ,"the other day, lately, recently",こないだ彼に会った。,I saw him the other day.
御無沙汰,ごぶさた,not writing or contacting for a while,御無沙汰しております。,I haven't been in touch for a while.
ゴム,ゴム,"gum, rubber",テーブルの脚にゴムをつける。,Put rubber on the legs of the table.
御免,ごめん,"declining (something); pardon, sorry",御免なさい、誤解しました。,"I'm sorry, I misunderstood."
ごめんください,ごめんください,"May I come in, Is anyone here",ごめんください、お手伝いします。,"May I come in, I will help you."
小指,こゆび,little finger,小指を怪我してしまった。,I injured my little finger.
堪える,こらえる,"to bear, to endure, to put up with",苦痛を我慢して堪える。,Bear the pain and endure it.
娯楽,ごらく,"pleasure, amusement, recreation",子供たちとの遊園地は、私にとっての娯楽です。,Going to the amusement park with children is my recreation.
御覧,ごらん,"(hon.) look, inspection, try",カメラのスクリーンを御覧ください。,Please look at the camera screen.
コレクション,コレクション,collection; correction,私の友人は映画のポスターコレクションを持っています。,My friend has a collection of movie posters.
転がす,ころがす,to roll,ボールを蹴って転がす遊びが好きです。,I like playing kicking the ball to make it roll.
転がる,ころがる,"to roll, to tumble",石が山から転がる音が聞こえた。,I heard the sound of a stone rolling down the mountain.
紺,こん,"navy blue, deep blue",彼の制服は深い紺色です。,His uniform is a deep navy blue.
今～,こん～,"this, current",今週は忙しいです。,This week is busy.
コンクール,コンクール,contest (FRE: concours),ピアノコンクールで優勝しました。,I won the piano contest.
コンクリート,コンクリート,concrete,新しい建物はコンクリートでできている。,The new building is made of concrete.
混合,こんごう,"mixing, mixture",料理の中にはさまざまな材料が混合されています。,Various ingredients are mixed in the dish.
コンセント,コンセント,consent; power outlet,壁にコンセントがあるので、携帯電話を充電できます。,"There is an outlet on the wall, so you can charge your phone."
献立,こんだて,menu,今晩の献立は何ですか？,What is on the menu for tonight?
こんばんは,こんばんは,good evening,こんばんは、お疲れ様でした。,"Good evening, thank you for your hard work."
サークル,サークル,"circle, sports club (e.g., at a company)",会社のサークルでサッカーをするのが楽しい。,Playing soccer in the company sports club is fun.
再～,さい～,re ~,再来週に会議があります。,There is a meeting the week after next.
最～,さい～,the most ~,最終バスに乗り遅れてしまった。,I missed the last bus.
在学,ざいがく,(enrolled) in school,彼は大学で在学しています。,He is enrolled in university.
再三,さいさん,"again and again, repeatedly",再三注意を喚起しても、彼は気にしません。,"Even with repeated warnings, he doesn't pay attention."
祭日,さいじつ,"national holiday, festival day",祭日にはたくさんの人が公園に集まる。,Many people gather at the park on holidays.
催促,さいそく,"demand, urge (action), press for",上司からの仕事の催促を受けました。,I received a demand for work from my boss.
採点,さいてん,"marking, grading",テストの採点が終わりました。,Grading of the test has been completed.
災難,さいなん,"calamity, misfortune",災難から逃れる方法はあるか？,Is there a way to escape calamity?
裁縫,さいほう,sewing,母が私に裁縫を教えてくれた。,My mother taught me how to sew.
材木,ざいもく,"lumber, timber",新しい家を建てるために材木を買いました。,I bought lumber to build a new house.
サイレン,サイレン,siren,火災警報が鳴り、サイレンが響いていた。,"The fire alarm rang, and the siren was sounding."
逆さ,さかさ,"reverse, upside down",絵を逆さまに掛けたら、面白いです。,It's interesting to hang a picture upside down.
逆様,さかさま,"reverse, upside down",逆様になっている絵を見つけました。,I found a picture that is upside down.
捜す,さがす,"to search, to seek, to look for",貴重品をコンビニで落としてしまい、捜しています。,I dropped my valuables at the convenience store and am looking for them.
遡る,さかのぼる,"to go back, to date back; ascend",この家系は千年の歴史に遡る。,This family line dates back a thousand years in history.
酒場,さかば,"bar, bar-room",酒場で友達と一杯やりたい。,I want to have a drink with friends at a bar.
一昨昨日,さきおととい,"two days before yesterday, three days ago",一昨昨日は友達とカフェで過ごした。,"Two days before yesterday, I spent time in a cafe with friends."
先程,さきほど,a little while ago,先程、古い友人に会いました。,I met an old friend a little while ago.
索引,さくいん,"index, indices",その本には便利な索引が付いている。,That book has a handy index.
作者,さくしゃ,"author, artist",この小説の作者は有名な作家です。,The author of this novel is a famous writer.
削除,さくじょ,"elimination, deletion",ファイルを削除する前に、よく考えてください。,Please think carefully before deleting the file.
作成,さくせい,"creation, preparation, to make",新しいプレゼン用のスライドを作成した。,I created new slides for the presentation.
作製,さくせい,"manufacture, production",この商品は国内で作製されています。,This product is manufactured domestically.
探る,さぐる,"to search, to look for, investigate",事件の真相を探るために証拠を集めている。,Gathering evidence to investigate the truth behind the incident.
囁く,ささやく,"to whisper, to murmur",森の中で風が囁いているようだ。,It seems like the wind is whispering in the forest.
刺さる,ささる,"to stick, to be stuck",木の枝が足に刺さって痛い。,It hurts where the branch of the tree stuck in my leg.
匙,さじ,spoon,このレシピには大さじ1杯の砂糖が必要です。,This recipe requires one tablespoon of sugar.
座敷,ざしき,tatami room,和室の座敷でお茶を飲むのはとてもリラックスできます。,Drinking tea in the tatami room is very relaxing.
差し支え,さしつかえ,"hindrance, impediment",お断りすることで困りますが、お時間をいただけないでしょうか。,"I'm sorry for any inconvenience, but could you spare some time?"
差し引き,さしひき,"deduction, balance",売り上げから経費を差し引いた金額が利益です。,The amount after deducting expenses from sales is the profit.
刺身,さしみ,sliced raw fish,日本の刺身は新鮮で美味しいです。,Japanese sliced raw fish is fresh and delicious.
刺す,さす,"to pierce, to stab, to prick, to thrust",彼はナイフで手を刺しました。,He stabbed his hand with a knife.
流石,さすが,"indeed, truly, as one would expect",彼は努力家だから、流石に結果が出た。,"He is a hard worker, so the result turned out as expected."
撮影,さつえい,photographing,映画の撮影は早朝から始まります。,Filming for the movie begins early in the morning.
雑音,ざつおん,"noise (jarring, grating)",集中して仕事をするために、雑音を遮断した。,I blocked out the noise to concentrate on work.
さっさと,さっさと,quickly,仕事をさっさと終わらせて、早く帰りたい。,I want to finish work quickly and go home early.
早速,さっそく,"at once, immediately, promptly",問題を見つけたら、早速報告してください。,Please report any issues you find promptly.
錆,さび,rust (color),古い鉄製品は錆びやすい。,Old iron products are prone to rust.
錆びる,さびる,"to rust, to become rusty",金属は湿気の影響で錆びます。,Metal rusts due to moisture.
座布団,ざぶとん,cushion (Japanese),和室には座布団があると、くつろげます。,Having cushions in the Japanese room makes it cozy.
妨げる,さまたげる,"to disturb, to prevent",進路に大きな障害が妨げられています。,There is a major obstacle blocking the path.
さようなら,さようなら,good-bye,友達と別れる時は、さようならを言います。,"When parting with a friend, we say goodbye."
サラリーマン,サラリーマン,salaryman; company employee,日本では多くの人がサラリーマンとして働いています。,"In Japan, many people work as salarymen."
騒がしい,さわがしい,noisy,子供たちが騒がしい遊びをしています。,The children are playing loudly.
さわやか,さわやか,"fresh, refreshing",朝の空気はとてもさわやかで気持ちがいい。,The morning air is fresh and invigorating.
三角,さんかく,"triangle, triangular",三角形の図形は3本の辺を持ちます。,A triangle has three sides.
算数,さんすう,arithmetic,子供たちは学校で算数を学んでいます。,Children learn arithmetic at school.
酸性,さんせい,acidity acidic,フルーツジュースには酸性の成分が含まれています。,Fruit juice contains acidic compounds.
産地,さんち,producing area,このワインはフランス産のものです。,This wine is produced in France.
サンプル,サンプル,sample,商品を見る前に、サンプルを試すことができます。,You can try a sample before viewing the product.
山林,さんりん,mountain forest,日本には美しい山林が広がっています。,Japan has vast beautiful mountain forests.
シーズン,シーズン,season (sporting),冬はスキーシーズンです。,Winter is the skiing season.
シーツ,シーツ,sheet,新しいシーツでベッドをきれいにしました。,I made the bed with new sheets.
仕上がる,しあがる,to be finished,アート作品が完成して、今展示されています。,The art piece is finished and currently on display.
明明後日,しあさって,two days after tomorrow,明明後日に会議が予定されています。,The meeting is scheduled for two days after tomorrow.
寺院,じいん,temple,日本には多くの美しい寺院があります。,Japan has many beautiful temples.
